Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.3070000000002
FDF57,14.5,Regular,0.0,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376
FDZ12,9.17,Low Fat,0.103138922,Baking Goods,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,3006.087
FDL38,13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924
DRG01,14.8,Low Fat,0.044840933,Soft Drinks,78.367,OUT013,1987,High,Tier 3,Supermarket Type1,918.804
FDP34,12.85,Low Fat,0.0,Snack Foods,155.463,OUT035,2004,Small,Tier 2,Supermarket Type1,4068.038
FDQ20,,low fat,0.029640603999999997,Fruits and Vegetables,40.8138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1543.3244
NCV29,11.8,Low Fat,0.022843501000000002,Health and Hygiene,177.8686,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.9836
NCT41,15.7,LF,0.055943697,Health and Hygiene,150.6024,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384
FDR45,10.8,Low Fat,0.028988287999999997,Snack Foods,239.2222,OUT049,1999,Medium,Tier 1,Supermarket Type1,6692.6216
FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,1998,,Tier 3,Grocery Store,185.7582
NCP43,17.75,Low Fat,0.030568919,Others,177.86599999999999,OUT045,2002,,Tier 2,Supermarket Type1,2336.958
FDB15,10.895,Low Fat,0.137368051,Dairy,264.3568,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.8224
FDZ26,11.6,reg,0.143897558,Dairy,240.6222,OUT013,1987,High,Tier 3,Supermarket Type1,2868.2664
NCP18,12.15,Low Fat,0.028760012999999997,Household,151.4708,OUT017,2007,,Tier 2,Supermarket Type1,4815.0656
FDO25,6.3,Low Fat,0.127647181,Canned,207.92700000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,2097.27
FDZ23,17.75,Regular,0.067446626,Baking Goods,184.72400000000002,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816
FDA04,11.3,Regular,0.066674465,Frozen Foods,259.1962,OUT013,1987,High,Tier 3,Supermarket Type1,5179.924
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,,Tier 2,Supermarket Type1,1581.275
FDD51,11.15,Low Fat,0.0,Dairy,44.7744,OUT045,2002,,Tier 2,Supermarket Type1,181.0976
FDI07,12.35,Regular,0.033760862,Meat,196.9426,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.3076
NCF30,17.0,Low Fat,0.126758324,Household,124.5362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1132.5258
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.0854
FDK43,,Low Fat,0.046994717000000005,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,253.00400000000002
FDE36,,Regular,0.0,Baking Goods,165.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644
FDA27,20.35,Regular,0.0,Dairy,256.7672,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784
FDZ43,11.0,Regular,0.057058545,Fruits and Vegetables,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.268
DRB13,6.115,Regular,0.007038478000000001,Soft Drinks,189.253,OUT013,1987,High,Tier 3,Supermarket Type1,3605.3070000000002
FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624
FDX20,7.365,LF,0.042626422000000004,Fruits and Vegetables,227.072,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696
FDZ33,10.195,Low Fat,0.10730767699999999,Snack Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2217.114
DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336
FDI26,5.94,Low Fat,0.03495749,Canned,177.1344,OUT045,2002,,Tier 2,Supermarket Type1,2854.9504
FDI26,5.94,Low Fat,0.035028853,Canned,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249.0408
FDT24,12.35,Regular,0.0,Baking Goods,76.2328,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.656
FDR44,6.11,Regular,0.102901425,Fruits and Vegetables,128.4968,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648
FDF44,7.17,Regular,0.059849152999999995,Fruits and Vegetables,129.4968,OUT045,2002,,Tier 2,Supermarket Type1,3392.9168
FDR55,12.15,reg,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,,Tier 2,Supermarket Type1,2269.0464
FDV15,10.3,LF,0.146172453,Meat,103.3648,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
FDQ45,9.5,Regular,0.0,Snack Foods,182.3608,OUT010,1998,,Tier 3,Grocery Store,1102.5648
FDI44,,Low Fat,0.09974748800000001,Fruits and Vegetables,75.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
FDY10,,Low Fat,0.048830264000000005,Snack Foods,113.1176,OUT027,1985,Medium,Tier 3,Supermarket Type3,2404.8696
FDV59,13.35,Low Fat,0.048124442999999996,Breads,216.7166,OUT045,2002,,Tier 2,Supermarket Type1,3918.8988
NCQ41,14.8,Low Fat,0.019476708,Health and Hygiene,193.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,3901.5879999999997
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056
FDZ58,17.85,Low Fat,0.052257982,Snack Foods,121.8072,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144
FDM44,12.5,Low Fat,0.031225303,Fruits and Vegetables,102.899,OUT017,2007,,Tier 2,Supermarket Type1,2167.179
FDQ16,19.7,Low Fat,0.041730507,Frozen Foods,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1,2402.2064
NCN30,16.35,Low Fat,0.02844314,Household,98.141,OUT010,1998,,Tier 3,Grocery Store,386.164
DRK12,9.5,Low Fat,0.042056944000000006,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19
NCD07,9.1,Low Fat,0.055514919,Household,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554
FDJ03,12.35,Regular,0.072541731,Dairy,48.5692,OUT045,2002,,Tier 2,Supermarket Type1,886.8456
DRN36,,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,1985,Small,Tier 1,Grocery Store,95.8752
FDK33,17.85,Low Fat,0.011233126000000001,Snack Foods,211.55599999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.512
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,OUT010,1998,,Tier 3,Grocery Store,343.5528
NCU29,7.685,Low Fat,0.025477448,Health and Hygiene,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.4240000000004
FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208
NCS30,5.945,Low Fat,0.093170838,Household,127.3652,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332
FDO37,8.06,Low Fat,0.021358889,Breakfast,232.3326,OUT013,1987,High,Tier 3,Supermarket Type1,2541.3586
FDL58,5.78,Regular,0.07426435599999999,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224
FDL22,16.85,Low Fat,0.036446751,Snack Foods,90.3488,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.4520000000002
FDV24,5.635,Low Fat,0.10369302400000001,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.685
FDH33,,Low Fat,0.0,Snack Foods,44.1428,OUT027,1985,Medium,Tier 3,Supermarket Type3,1362.2268
NCL41,12.35,Low Fat,0.041729735,Health and Hygiene,36.3216,OUT035,2004,Small,Tier 2,Supermarket Type1,276.9728
FDI15,13.8,Low Fat,0.14123493199999998,Dairy,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564
FDZ23,17.75,Regular,0.06749003599999999,Baking Goods,185.22400000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,6338.416
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226
NCL07,13.85,Low Fat,0.031402114,Others,40.248000000000005,OUT045,2002,,Tier 2,Supermarket Type1,319.584
FDG47,12.8,Low Fat,0.06960567599999999,Starchy Foods,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.1788
NCH54,,Low Fat,0.072317217,Household,160.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.216
FDK40,7.035,LF,0.021883367999999997,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4996.829000000001
FDW49,19.5,LF,0.08248351599999999,Canned,179.2002,OUT013,1987,High,Tier 3,Supermarket Type1,2865.6032
NCY17,18.2,Low Fat,0.0,Health and Hygiene,44.1086,OUT045,2002,,Tier 2,Supermarket Type1,1115.215
FDK28,,Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.6398
NCS53,14.5,Low Fat,0.090286009,Health and Hygiene,159.9604,OUT017,2007,,Tier 2,Supermarket Type1,2218.4456
FDM56,16.7,Low Fat,0.07058862099999999,Fruits and Vegetables,107.9912,OUT017,2007,,Tier 2,Supermarket Type1,1419.4856
NCO18,13.15,Low Fat,0.024630755,Household,178.2686,OUT013,1987,High,Tier 3,Supermarket Type1,2666.5290000000005
DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,,Tier 2,Supermarket Type1,2143.876
FDJ14,10.3,Regular,0.050028809,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688
FDG56,13.3,Regular,0.071597469,Fruits and Vegetables,60.8536,OUT045,2002,,Tier 2,Supermarket Type1,918.804
FDM46,,Low Fat,0.159193194,Snack Foods,92.712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268
FDS24,20.85,reg,0.062321222,Baking Goods,87.2514,OUT049,1999,Medium,Tier 1,Supermarket Type1,265.6542
FDJ09,15.0,Low Fat,0.058725134000000005,Snack Foods,43.6744,OUT017,2007,,Tier 2,Supermarket Type1,407.4696
FDV47,17.1,Low Fat,0.054428368,Breads,84.9566,OUT018,2009,Medium,Tier 3,Supermarket Type2,1014.6792
FDK24,9.195,Low Fat,0.0,Baking Goods,43.6744,OUT018,2009,Medium,Tier 3,Supermarket Type2,407.4696
FDJ09,15.0,Low Fat,0.058632705,Snack Foods,46.4744,OUT018,2009,Medium,Tier 3,Supermarket Type2,543.2928
FDC45,17.0,Low Fat,0.135944247,Fruits and Vegetables,171.5106,OUT049,1999,Medium,Tier 1,Supermarket Type1,1539.9954
FDI45,13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,OUT045,2002,,Tier 2,Supermarket Type1,2801.6864
FDN28,5.88,Regular,0.030247903,Frozen Foods,101.399,OUT046,1997,Small,Tier 1,Supermarket Type1,2063.98
NCO07,,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998
FDY26,20.6,Regular,0.030504756,Dairy,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148
FDL34,16.0,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,2002,,Tier 2,Supermarket Type1,1834.9448
FDW08,,LF,0.147663025,Fruits and Vegetables,106.02799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,1810.976
FDH45,15.1,Regular,0.105666833,Fruits and Vegetables,41.6796,OUT046,1997,Small,Tier 1,Supermarket Type1,495.3552
FDC29,8.39,Regular,0.024342577999999997,Frozen Foods,113.6176,OUT017,2007,,Tier 2,Supermarket Type1,2862.94
NCZ30,6.59,Low Fat,0.0,Household,119.1098,OUT017,2007,,Tier 2,Supermarket Type1,964.0784
FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,,Tier 2,Supermarket Type1,974.0654
FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.4416
DRG23,8.88,Low Fat,0.086957199,Hard Drinks,152.5682,OUT045,2002,,Tier 2,Supermarket Type1,1372.2138
FDT50,6.75,Regular,0.10814891300000001,Dairy,95.6752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
FDW21,,Regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.7160000000001
DRY23,9.395,Regular,0.10907574199999999,Soft Drinks,42.9112,OUT035,2004,Small,Tier 2,Supermarket Type1,426.11199999999997
FDJ08,11.1,Low Fat,0.11089655,Fruits and Vegetables,191.5846,OUT045,2002,,Tier 2,Supermarket Type1,2101.9306
FDR31,,Regular,0.048924811,Fruits and Vegetables,147.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.8244
FDQ47,7.155,Regular,0.168871496,Breads,34.3874,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4606
NCN07,18.5,Low Fat,0.034082974,Others,130.9284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1977.4260000000002
FDU32,8.785,Low Fat,0.0,Fruits and Vegetables,120.5414,OUT013,1987,High,Tier 3,Supermarket Type1,1583.9382
FDY40,15.5,Regular,0.08576356199999999,Frozen Foods,49.0692,OUT013,1987,High,Tier 3,Supermarket Type1,295.6152
FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968
FDR20,20.0,Regular,0.028238317000000002,Fruits and Vegetables,46.3744,OUT018,2009,Medium,Tier 3,Supermarket Type2,181.0976
FDY19,19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466,OUT045,2002,,Tier 2,Supermarket Type1,2828.3184
FDB14,20.25,Regular,0.102704495,Canned,94.31200000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.784
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624
FDN58,13.8,reg,0.056960814000000005,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
NCF07,9.0,Low Fat,0.032022535,Household,101.8016,OUT046,1997,Small,Tier 1,Supermarket Type1,1720.4272
FDC57,,Regular,0.09558797599999999,Fruits and Vegetables,193.982,OUT019,1985,Small,Tier 1,Grocery Store,579.246
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744
FDZ59,,Regular,0.18212836300000002,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8
FDG26,18.85,Low Fat,0.042891097999999996,Canned,257.633,OUT017,2007,,Tier 2,Supermarket Type1,5382.993
NCK54,12.15,Low Fat,0.0,Household,117.615,OUT013,1987,High,Tier 3,Supermarket Type1,1514.695
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,128.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,3983.4814
FDY33,14.5,Regular,0.09720112800000001,Snack Foods,159.4262,OUT046,1997,Small,Tier 1,Supermarket Type1,2705.1454
NCT42,,Low Fat,0.024766802,Household,151.0392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3281.0624
DRE48,8.43,Low Fat,0.01732573,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608
FDC48,9.195,Low Fat,0.015859294,Baking Goods,84.5592,OUT046,1997,Small,Tier 1,Supermarket Type1,2559.3352
FDG26,18.85,Low Fat,0.042716162,Canned,257.83299999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.329
FDU02,13.35,Low Fat,0.10249212,Dairy,230.5352,OUT035,2004,Small,Tier 2,Supermarket Type1,2748.4224
NCD55,14.0,Low Fat,0.024369007,Household,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1,922.7988
FDU16,19.25,Regular,0.0,Frozen Foods,82.5908,OUT045,2002,,Tier 2,Supermarket Type1,922.7988
FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,1999,Medium,Tier 1,Supermarket Type1,2386.2272
NCJ42,,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644
FDE41,,reg,0.0,Frozen Foods,83.7566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698
NCV29,,Low Fat,0.039996021,Health and Hygiene,176.7686,OUT019,1985,Small,Tier 1,Grocery Store,888.8430000000001
FDE47,14.15,Low Fat,0.037901581000000004,Starchy Foods,126.3046,OUT035,2004,Small,Tier 2,Supermarket Type1,2614.5966
NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1969.4364
NCT18,14.6,Low Fat,0.059405152,Household,179.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3621.952
FDW13,,Low Fat,0.17138350600000002,Canned,50.5324,OUT019,1985,Small,Tier 1,Grocery Store,207.7296
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,OUT045,2002,,Tier 2,Supermarket Type1,4133.2864
FDS59,14.8,Regular,0.043885147,Breads,108.757,OUT035,2004,Small,Tier 2,Supermarket Type1,1867.569
FDR01,,Regular,0.05336162,Canned,200.1742,OUT027,1985,Medium,Tier 3,Supermarket Type3,6171.3002
FDT02,12.6,LF,0.02429329,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.8622
FDH48,,Low Fat,0.105893301,Baking Goods,86.25399999999999,OUT019,1985,Small,Tier 1,Grocery Store,519.3240000000001
FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,OUT045,2002,,Tier 2,Supermarket Type1,958.752
FDV24,5.635,Low Fat,0.103481775,Baking Goods,150.005,OUT045,2002,,Tier 2,Supermarket Type1,1797.66
FDK34,13.35,Low Fat,0.038604817,Snack Foods,236.3564,OUT045,2002,,Tier 2,Supermarket Type1,2145.2076
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078
DRG25,10.5,Low Fat,0.019033838,Soft Drinks,185.62400000000002,OUT013,1987,High,Tier 3,Supermarket Type1,6897.688
FDK25,,Regular,0.274592283,Breakfast,167.8474,OUT019,1985,Small,Tier 1,Grocery Store,336.8948
FDH53,20.5,Regular,0.0,Frozen Foods,82.8592,OUT035,2004,Small,Tier 2,Supermarket Type1,908.1512
FDE10,6.67,Regular,0.090130537,Snack Foods,131.4626,OUT045,2002,,Tier 2,Supermarket Type1,1705.1138
FDJ36,,Regular,0.127638966,Baking Goods,104.5332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.33
FDH60,19.7,Regular,0.081193712,Baking Goods,198.41099999999997,OUT017,2007,,Tier 2,Supermarket Type1,2553.343
NCM26,20.5,LF,0.023179181,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144
FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,,Tier 3,Grocery Store,47.2718
NCC43,7.39,Low Fat,0.092927148,Household,249.5066,OUT049,1999,Medium,Tier 1,Supermarket Type1,4267.1122
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,2004,Small,Tier 2,Supermarket Type1,489.36300000000006
FDS46,17.6,Regular,0.047257328,Snack Foods,119.6782,OUT046,1997,Small,Tier 1,Supermarket Type1,2145.2076
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,OUT010,1998,,Tier 3,Grocery Store,44.6086
FDE51,5.925,Regular,0.09644909,Dairy,43.8086,OUT035,2004,Small,Tier 2,Supermarket Type1,312.2602
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
NCL19,15.35,Low Fat,0.015663185,Others,143.947,OUT013,1987,High,Tier 3,Supermarket Type1,3006.087
NCL05,19.6,Low Fat,0.0,Health and Hygiene,42.876999999999995,OUT049,1999,Medium,Tier 1,Supermarket Type1,649.155
FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,2009,Medium,Tier 3,Supermarket Type2,1541.9928
NCN07,18.5,Low Fat,0.033997473,Others,129.9284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976
FDY13,12.1,Low Fat,0.030102335,Canned,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.4429999999998
FDV58,20.85,Low Fat,0.12125037400000001,Snack Foods,193.9452,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616
FDW57,8.31,Regular,0.11585722300000001,Snack Foods,179.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616
NCL07,13.85,Low Fat,0.031338557999999996,Others,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168
FDW22,9.695,Regular,0.030413777000000003,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.114
FDU44,12.15,Regular,0.058663727,Fruits and Vegetables,164.1552,OUT018,2009,Medium,Tier 3,Supermarket Type2,3249.1040000000003
FDW49,19.5,Low Fat,0.082536604,Canned,177.2002,OUT035,2004,Small,Tier 2,Supermarket Type1,2149.2024
FDW49,19.5,Low Fat,0.082719632,Canned,179.3002,OUT045,2002,,Tier 2,Supermarket Type1,2865.6032
NCT42,5.88,Low Fat,0.024937792,Household,148.4392,OUT045,2002,,Tier 2,Supermarket Type1,2087.9488
FDL34,16.0,Low Fat,0.040938155,Snack Foods,141.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,4516.7872
FDD05,19.35,Low Fat,0.016705436,Frozen Foods,120.8098,OUT017,2007,,Tier 2,Supermarket Type1,3374.2744
NCL41,,Low Fat,0.073077197,Health and Hygiene,34.3216,OUT019,1985,Small,Tier 1,Grocery Store,34.6216
FDU34,18.25,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1618.5598
FDJ21,16.7,Regular,0.03858813,Snack Foods,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.6346
NCE18,10.0,Low Fat,0.021421289,Household,248.375,OUT035,2004,Small,Tier 2,Supermarket Type1,7240.575
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.33700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37
DRD15,10.6,Low Fat,0.056785182999999996,Dairy,231.9642,OUT035,2004,Small,Tier 2,Supermarket Type1,2091.2778
FDF04,17.5,LF,0.013658248000000001,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296
FDU60,20.0,Regular,0.10026206800000001,Baking Goods,169.6132,OUT010,1998,,Tier 3,Grocery Store,169.1132
FDG02,7.855,Low Fat,0.011307038,Canned,188.5188,OUT018,2009,Medium,Tier 3,Supermarket Type2,952.0939999999999
FDU12,15.5,Regular,0.126791761,Baking Goods,262.1568,OUT010,1998,,Tier 3,Grocery Store,527.3136
NCQ38,16.35,Low Fat,0.013363901999999999,Others,106.12799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.504
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.2839999999999
FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2450.144
FDC41,15.6,Low Fat,0.116913245,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608
FDS11,7.05,Regular,0.05587277,Breads,222.1088,OUT017,2007,,Tier 2,Supermarket Type1,4026.7584
FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,5390.3168
NCX54,9.195,Low Fat,0.048331717,Household,105.1622,OUT017,2007,,Tier 2,Supermarket Type1,1693.7952
FDY35,,Regular,0.015950066000000002,Breads,47.7402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1975.4286
FDD52,18.25,Regular,0.183579854,Dairy,110.85700000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977.4260000000002
FDX45,16.75,Low Fat,0.105068444,Snack Foods,156.66299999999998,OUT045,2002,,Tier 2,Supermarket Type1,2816.3340000000003
FDW07,18.0,Regular,0.14349595199999998,Fruits and Vegetables,88.7514,OUT017,2007,,Tier 2,Supermarket Type1,1062.6168
FDJ60,19.35,Regular,0.062516602,Baking Goods,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.2496
NCB18,19.6,LF,0.041374909,Household,89.2514,OUT045,2002,,Tier 2,Supermarket Type1,1416.8224
NCU42,,Low Fat,0.019412191999999998,Household,166.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4379.6324
FDN23,6.575,Regular,0.075507758,Breads,146.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884
FDT09,15.15,Regular,0.012260981,Snack Foods,131.7284,OUT035,2004,Small,Tier 2,Supermarket Type1,1186.4556
FDY33,,Regular,0.170186628,Snack Foods,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,159.1262
FDV07,,Low Fat,0.031131455,Fruits and Vegetables,111.0228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612
FDT51,11.65,Regular,0.018275816,Meat,110.8544,OUT010,1998,,Tier 3,Grocery Store,111.8544
FDQ31,,Regular,0.053586458,Fruits and Vegetables,89.7856,OUT027,1985,Medium,Tier 3,Supermarket Type3,966.7416
FDV39,11.3,LF,0.007279889,Meat,199.3426,OUT046,1997,Small,Tier 1,Supermarket Type1,2372.9112
FDU21,,Regular,0.134327613,Snack Foods,35.0558,OUT019,1985,Small,Tier 1,Grocery Store,33.9558
